ï»¿Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,37,46
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,27,27
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,34,43
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Romania,ROM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49,59,66
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,12,14
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,30,35
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,15,16
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,5,5
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,35,42
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,5
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,16,18
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,7
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,44,49
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,8,10
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,30,37
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49,54,57
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,26,30
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,40,44
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,15,16
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,29,38
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,20,26
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,40,40
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,17,24
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,43,42
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,29,33
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,12,15
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,44,52
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,41,48
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.52086553,36.5623053,35.5326087
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,East Asia & Pacific (all income levels),EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,East Asia & Pacific (developing only),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Europe & Central Asia (all income levels),ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Europe & Central Asia (developing only),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.14689615,29.42427759,36.02786852
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,High income: OECD,OEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,High income: nonOECD,NOC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Latin America & Caribbean (all income levels),LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.093116
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Latin America & Caribbean (developing only),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.78141053
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.27441922,29.4276509,36.29792176
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.39231063
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.37616153,31.47758099,37.850964
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.46524468,23.33889905,28.34919468
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Middle East & North Africa (all income levels),MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.405072464,10.90794979,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Middle East & North Africa (developing only),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.405072464,10.90794979,13.13691275
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.17422237,43.1894907,47.51031549
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.87802198,42.85641853,46.91015178
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.23085295,28.05479761,34.65442697
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Sub-Saharan Africa (all income levels),SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.33826063,30.64107955,36.79163001
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Sub-Saharan Africa (developing only),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.33826063,30.64107955,36.79163001
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Afghanistan,AFG,48.677845,48.71868896,48.77625656,48.83827591,48.89631271,48.94782257,48.99683762,49.04495621,49.08652496,49.11323547,49.12028122,49.10477066,49.07287979,49.03858185,49.01810455,49.02044678,49.04754639,49.09326172,49.14823532,49.20011139,49.24066162,49.26818085,49.28588327,49.29668338
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Albania,ALB,48.76467896,48.85057068,48.97042465,49.11777878,49.28050232,49.44622421,49.61369705,49.78031158,49.9294548,50.04187775,50.10535812,50.111866,50.06658173,49.98791504,49.90353394,49.83489227,49.78850937,49.76059723,49.75046158,49.75410843,49.76808929,49.79392242,49.8325629,49.87891044
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Algeria,DZA,49.48643112,49.48292923,49.48498917,49.48980331,49.49371338,49.49436951,49.49098587,49.48460388,49.47694778,49.47044373,49.46663666,49.46618652,49.46819687,49.47081757,49.47153854,49.46881866,49.46210098,49.45254898,49.44238281,49.43451309,49.43083572,49.43183136,49.43664269,49.44410344
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Angola,AGO,50.76877594,50.77672577,50.78372955,50.78802109,50.78770828,50.78173065,50.76985168,50.75281143,50.73183441,50.70864105,50.6846199,50.66028976,50.63576889,50.61148453,50.58773422,50.56468201,50.54244232,50.52116013,50.50094986,50.48192978,50.46413803,50.44760132,50.43222013,50.41780736
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Antigua and Barbuda,ATG,51.79304123,51.70640182,51.5654068,51.43676376,51.4079628,51.52233505,51.80155182,52.1998558,52.62108231,52.94775009,53.10761261,53.08210373,52.91016006,52.6574707,52.41562271,52.24732208,52.16912079,52.15825272,52.19158936,52.23175049,52.25430679,52.25632858,52.24713424,52.23092738
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Argentina,ARG,50.93412018,50.94694138,50.95568085,50.96196747,50.96801376,50.97534943,50.984272,50.99429703,51.00514603,51.01632309,51.02740479,51.03847885,51.04949951,51.05974579,51.06830978,51.07456589,51.07828522,51.07969666,51.07917023,51.07727051,51.07444,51.07076645,51.066226,51.06101045
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Armenia,ARM,51.49374008,51.66897583,51.87895584,52.11458206,52.35744095,52.5860405,52.79415894,52.97270203,53.09021378,53.11026382,53.00904083,52.77703094,52.42612076,51.98186493,51.48186111,50.95871735,50.41348267,49.85323715,49.32523727,48.89022064,48.59132767,48.45397568,48.46337975,48.57204577
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Aruba,ABW,50.67258835,50.58879852,50.53564835,50.52691269,50.57236099,50.67599487,50.83718872,51.04450607,51.28213882,51.52127838,51.74227905,51.94092178,52.11853409,52.2661438,52.37487411,52.44074249,52.4595871,52.43679428,52.39086533,52.34672165,52.32339478,52.32704163,52.3529067,52.3928443
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Australia,AUS,50.13196182,50.15016937,50.16942596,50.1905632,50.21466446,50.24206161,50.27305984,50.30618286,50.33786392,50.3636322,50.38047028,50.38803101,50.38746262,50.37938309,50.36492157,50.34545135,50.32082367,50.2922821,50.2640419,50.24108887,50.2265625,50.22160721,50.2249043,50.23392685
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Austria,AUT,52.17288589,52.07832718,51.97960281,51.88520813,51.80528259,51.74583054,51.70999527,51.69402313,51.68824768,51.67906189,51.65687943,51.6181488,51.56665802,51.50896835,51.45458603,51.40988541,51.37665939,51.352005,51.33190918,51.31046677,51.28363419,51.25035477,51.21248382,51.17244026
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Azerbaijan,AZE,51.01358795,50.99941635,50.99931335,51.01091003,51.03053665,51.05466461,51.08469772,51.1189003,51.14709091,51.15627289,51.1379776,51.08895493,51.01394272,50.92247391,50.82774353,50.73940277,50.65982819,50.58742523,50.52273178,50.46530914,50.41473389,50.37185669,50.33716445,50.3093031
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Bahamas, The",BHS,50.39245224,50.40443802,50.41958237,50.44908905,50.5061264,50.59703445,50.72793961,50.88985443,51.05854416,51.20057678,51.29315948,51.32819748,51.31650162,51.27493286,51.22735596,51.18995667,51.16589355,51.15027237,51.1399765,51.13034821,51.11789703,51.10323715,51.08802022,51.07320589
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Bahrain,BHR,42.29771805,42.23626328,42.20116425,42.20895386,42.27798462,42.41001892,42.61208725,42.85152435,43.04648972,43.10023499,42.95783234,42.64049149,42.19190598,41.62783051,40.9770813,40.2857666,39.56807327,38.87226486,38.28292465,37.8646431,37.63149261,37.57739258,37.66253082,37.82479877
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Bangladesh,BGD,48.14339828,48.17271042,48.2035141,48.23419189,48.26298904,48.2890358,48.31208801,48.33336639,48.35531616,48.38108826,48.41308594,48.45031357,48.49263,48.54386139,48.60873795,48.68961334,48.78849411,48.90197372,49.02043533,49.13095093,49.2244606,49.29782867,49.35406017,49.3978676
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Barbados,BRB,51.8983078,51.77015305,51.60923386,51.42483902,51.23018265,51.03680038,50.84506989,50.65644836,50.48234558,50.33769226,50.23167038,50.16996002,50.1484108,50.15359497,50.1669693,50.17436218,50.17186737,50.16305923,50.14983749,50.13655472,50.12660599,50.11958694,50.11351559,50.10855665
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Belarus,BLR,53.13565826,53.12374115,53.12726212,53.13914871,53.1491127,53.15011597,53.13852692,53.11767578,53.0957756,53.08486557,53.09332657,53.12467957,53.17524719,53.23744965,53.29966736,53.35312653,53.39468002,53.42650223,53.4514389,53.47454453,53.49957275,53.52722549,53.55600267,53.58502238
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Belgium,BEL,51.10751343,51.09871674,51.09202194,51.08774567,51.0860672,51.08694077,51.09070587,51.09690857,51.10371017,51.10862732,51.10985565,51.10678482,51.09984207,51.08959198,51.07700348,51.06289673,51.04739761,51.03049469,51.01270294,50.99455261,50.97638321,50.95845795,50.94080114,50.92326734
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Belize,BLZ,49.57611847,49.57411957,49.57669449,49.58623123,49.60464096,49.63326645,49.67251205,49.71988678,49.76919556,49.81411362,49.84994888,49.8764267,49.8951416,49.90864944,49.92039108,49.93196487,49.94426346,49.95632553,49.96865845,49.9817276,49.99594879,50.01138306,50.02777263,50.04459174
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Benin,BEN,51.66442871,51.55290222,51.41994858,51.2851944,51.17126846,51.09030533,51.04568863,51.027771,51.01974487,51.00039291,50.95684814,50.88736343,50.79990768,50.70366287,50.61026382,50.52717209,50.45493698,50.39112473,50.33566666,50.28800964,50.24749374,50.21429443,50.18792717,50.16633935
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Bhutan,BTN,48.24933243,48.28034973,48.30987549,48.346035,48.39871216,48.47055054,48.57275009,48.69000244,48.76877594,48.74525833,48.58704758,48.28400803,47.87360764,47.42570877,47.02481461,46.72325516,46.53138351,46.42570496,46.38038254,46.35890961,46.33643723,46.30855179,46.28441863,46.26890219
